"id","addtime","chexing","changshang","minprice","maxprice","tjtime","mxiaoliang","dyxlpm","zcsfe","zcspm","zwxcpm"
"716","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-11","3281","163","5.06","7","80"
"717","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-10","2659","185","4.4","7","92"
"718","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-09","2847","178","4.64","7","87"
"719","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-08","2652","173","4.41","7","85"
"720","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-07","2861","168","4.78","7","81"
"721","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-06","3835","141","6.5","6","65"
"722","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-04","4202","113","7.9","6","52"
"723","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-03","3864","120","6.63","6","55"
"724","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-02","2859","137","5.79","7","64"
"725","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2023-01","2263","147","3.99","7","72"
"726","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-12","3563","185","5.93","7","89"
"727","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-11","4990","124","8.53","7","60"
"728","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-10","3103","182","6.04","6","87"
"729","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-09","1926","248","2.74","7","125"
"730","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-08","1782","234","3.01","8","123"
"731","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-07","3141","183","6.19","7","91"
"732","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-06","2262","206","3.64","6","100"
"733","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-05","2212","174","3.54","6","84"
"734","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-04","550","267","1.73","8","137"
"735","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-03","2704","188","7.57","5","95"
"736","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-02","1424","220","3.27","7","113"
"737","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2022-01","1556","255","1.97","8","127"
"738","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-12","5104","142","9.92","5","69"
"739","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-11","4824","131","10.23","5","67"
"740","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-10","4384","134","7.99","5","66"
"741","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-09","4399","118","8.17","5","57"
"742","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-08","4584","99","7.83","5","47"
"743","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-07","4584","99","7.83","5","47"
"744","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-06","4384","105","7.35","5","50"
"745","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-05","2621","168","4.17","6","85"
"746","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-04","3552","136","5.79","5","69"
"747","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-03","3519","135","5.37","5","58"
"748","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-02","2159","126","5.18","6","61"
"749","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2021-01","1513","229","2.06","6","120"
"750","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2020-12","1844","256","3.36","6","126"
"751","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2020-11","637","335","1.04","6","165"
"752","2024-12-08 15:24:29","宝马iX3","华晨宝马","40.5","44.5","2020-10","637","335","1.04","6","165"
"753","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-10","2278","213","6.7","3","111"
"754","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-09","2686","184","7.5","3","93"
"755","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-08","5306","101","15.83","3","51"
"756","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-07","6768","75","17.11","3","37"
"757","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-06","6796","78","16.65","3","37"
"758","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-05","5583","98","17.32","3","47"
"759","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-04","668","317","2.66","3","162"
"760","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-03","395","381","1.62","3","202"
"761","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-02","906","230","3.33","3","116"
"762","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2024-01","857","299","2.78","2","159"
"763","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-12","4563","148","15.16","2","71"
"764","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-11","3075","173","15.29","2","85"
"765","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-10","1809","241","12.92","2","129"
"766","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-09","1460","248","21.77","2","131"
"767","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-08","2234","195","69.34","1","98"
"768","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-07","3462","141","81.82","1","67"
"769","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-06","4679","119","91.55","1","55"
"770","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-05","3457","139","84.67","1","66"
"771","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-04","1609","219","66.02","1","108"
"772","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-03","2292","179","63.23","1","84"
"773","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-02","2298","157","65.27","1","73"
"774","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2023-01","2732","133","61.13","1","64"
"775","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-12","6223","114","61.13","1","55"
"776","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-11","4748","133","57.36","1","66"
"777","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-10","6812","103","56.59","1","46"
"778","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-09","5352","134","53","1","64"
"779","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-08","16840","33","75.94","1","16"
"780","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-07","6128","114","84.78","1","56"
"781","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-06","7021","100","100","1","46"
"782","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-05","5033","98","100","1","49"
"783","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-04","3245","83","100","1","38"
"784","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-03","3045","166","100","1","81"
"785","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-02","1061","257","100","1","129"
"786","2024-12-08 15:24:33","问界M5","AITO 问界","24.98","30.98","2022-01","815","317","100","1","170"
"787","2024-12-08 15:24:38","海豹06 DM-i","比亚迪","9.98","13.98","2024-10","38069","5","9.19","5","2"
"788","2024-12-08 15:24:38","海豹06 DM-i","比亚迪","9.98","13.98","2024-09","37155","6","10.03","5","2"
"789","2024-12-08 15:24:38","海豹06 DM-i","比亚迪","9.98","13.98","2024-08","32903","6","9.03","5","2"
"790","2024-12-08 15:24:38","海豹06 DM-i","比亚迪","9.98","13.98","2024-07","21659","9","7.25","6","2"
"791","2024-12-08 15:24:38","海豹06 DM-i","比亚迪","9.98","13.98","2024-06","7625","69","2.88","13","13"
"792","2024-12-08 15:24:38","海豹06 DM-i","比亚迪","9.98","13.98","2024-05","44","520","0.02","21","51"
"793","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-10","360","412","0.09","22","56"
"794","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-09","356","415","0.1","20","57"
"795","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-08","431","379","0.12","20","55"
"796","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-07","621","343","0.21","19","51"
"797","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-06","455","375","0.17","18","54"
"798","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-05","1156","259","0.46","15","43"
"799","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-04","1093","259","0.46","15","46"
"800","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-03","1010","276","0.41","15","47"
"801","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-02","923","228","0.84","13","44"
"802","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2024-01","830","304","0.44","15","50"
"803","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-12","2975","201","1.06","12","41"
"804","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-11","2088","218","0.83","12","44"
"805","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-10","2001","223","0.81","12","40"
"806","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-09","2070","211","0.85","13","43"
"807","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-08","2196","197","0.95","12","40"
"808","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-07","2540","178","1.16","13","40"
"809","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-06","2550","186","1.16","13","38"
"810","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-05","2350","180","1.12","13","40"
"811","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-04","2696","169","1.47","11","38"
"812","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-03","3015","145","1.66","11","33"
"813","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-02","3106","127","1.83","11","29"
"814","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2023-01","2595","136","1.95","11","33"
"815","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-12","3057","195","1.35","10","44"
"816","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-11","2822","186","1.26","9","46"
"817","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-10","2475","208","1.14","9","48"
"818","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-09","3457","177","1.72","9","40"
"819","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-08","3823","154","2.2","8","33"
"820","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-07","4021","156","2.48","8","35"
"821","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-06","3243","174","2.42","9","43"
"822","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-05","2810","157","2.46","9","40"
"823","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-04","3228","85","3.06","8","24"
"824","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-03","1855","222","1.79","9","52"
"825","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-02","1995","183","2.26","8","44"
"826","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2022-01","1006","294","1.08","9","60"
"827","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-12","1656","270","1.69","10","52"
"828","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-11","1898","243","1.95","9","50"
"829","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-10","1817","230","2.04","9","44"
"830","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-09","1428","239","1.81","10","48"
"831","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-08","1708","198","2.72","8","42"
"832","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-07","2279","170","4","8","40"
"833","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-06","1968","193","3.95","8","38"
"834","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-05","1470","220","3.25","9","40"
"835","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-04","1085","258","2.43","9","45"
"836","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-03","1715","210","4.61","7","37"
"837","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-02","1196","178","6.12","5","35"
"838","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2021-01","1559","224","3.7","5","39"
"839","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2020-12","4446","142","8.07","3","33"
"840","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2020-11","4955","122","9.38","3","29"
"841","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2020-10","4535","125","9.74","3","30"
"842","2024-12-08 15:24:42","秦新能源","比亚迪","15.58","16.98","2020-09","4095","125","10.01","3","32"
"843","2024-12-08 15:24:45","理想L6","理想","24.98","27.98","2024-10","25814","12","50.18","1","4"
"844","2024-12-08 15:24:45","理想L6","理想","24.98","27.98","2024-09","25393","11","47.28","1","4"
"845","2024-12-08 15:24:45","理想L6","理想","24.98","27.98","2024-08","24897","10","51.74","1","4"
"846","2024-12-08 15:24:45","理想L6","理想","24.98","27.98","2024-07","24856","7","48.74","1","4"
"847","2024-12-08 15:24:45","理想L6","理想","24.98","27.98","2024-06","23864","8","49.95","1","4"
"848","2024-12-08 15:24:45","理想L6","理想","24.98","27.98","2024-05","12965","26","37.02","1","10"
"849","2024-12-08 15:24:45","理想L6","理想","24.98","27.98","2024-04","2381","178","9.23","4","84"
"850","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-10","2721","191","3.16","8","100"
"851","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-09","3343","164","3.84","6","86"
"852","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-08","3061","158","4.03","7","79"
"853","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-07","3273","143","5.04","6","71"
"854","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-06","4094","136","5.53","6","65"
"855","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-05","3961","125","5.58","6","58"
"856","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-04","3722","126","5.91","5","57"
"857","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-03","3333","140","4.37","7","65"
"858","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-02","1299","197","2.45","9","96"
"859","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2024-01","3622","167","3.7","8","84"
"860","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-12","5600","126","4.54","6","58"
"861","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-11","3872","145","3.99","7","72"
"862","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-10","4292","136","4.71","7","68"
"863","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-09","4157","136","4.37","7","67"
"864","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-08","2646","175","2.97","10","86"
"865","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-07","3190","156","3.86","7","75"
"866","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-06","3792","143","3.87","7","67"
"867","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-05","3937","127","4.71","7","59"
"868","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-04","1639","216","2.1","11","106"
"869","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-03","2260","180","2.79","9","85"
"870","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-02","1641","200","2.7","10","96"
"871","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2023-01","532","302","0.76","13","158"
"872","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-12","4168","159","4.44","7","75"
"873","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-11","3038","175","4.19","8","84"
"874","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-10","3557","165","4.27","6","78"
"875","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-09","3570","170","3.13","8","84"
"876","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-08","8178","76","12.81","3","39"
"877","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-07","6270","112","6.26","6","54"
"878","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-06","6140","115","4.98","7","54"
"879","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-05","3460","136","3.89","7","62"
"880","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-04","2610","105","6.62","6","48"
"881","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-03","3177","156","4.15","7","78"
"882","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-02","2374","160","3.36","8","82"
"883","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2022-01","2206","214","2.13","10","101"
"884","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-12","6535","111","5.75","7","52"
"885","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-11","5187","120","5.93","6","60"
"886","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-10","3235","169","3.8","6","82"
"887","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-09","3858","136","6.58","5","64"
"888","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-08","2993","149","5.17","6","69"
"889","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-07","1216","234","3.09","8","119"
"890","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-06","2191","185","4.08","7","95"
"891","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-05","502","320","0.52","13","172"
"892","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-04","722","297","1.08","12","158"
"893","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-03","365","344","0.28","12","158"
"894","2024-12-08 15:24:49","ID.4 CROZZ","一汽-大众","19.39","29.39","2021-02","180","340","0.26","12","172"
"895","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-10","360","411","4.16","5","57"
"896","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-09","684","347","8.39","4","49"
"897","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-08","1086","274","11.33","4","41"
"898","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-07","1067","268","13.27","3","40"
"899","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-06","1572","233","14.4","4","39"
"900","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-05","407","376","6.08","5","56"
"901","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-04","1124","257","15.55","3","45"
"902","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-02","1400","193","18.19","3","39"
"903","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2024-01","2655","188","20.96","3","40"
"904","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-12","3025","193","23.69","3","39"
"905","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-11","4271","134","32.13","1","31"
"906","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-10","2386","202","22.77","3","37"
"907","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-09","3264","161","32.72","1","35"
"908","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-08","3463","151","39.02","1","32"
"909","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-07","2923","164","37.58","2","34"
"910","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-06","3054","168","33.06","2","36"
"911","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-05","3089","152","32.54","2","34"
"912","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-04","3191","145","38.81","2","30"
"913","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-03","639","331","6.15","3","61"
"914","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-02","956","257","19.18","3","58"
"915","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2023-01","1323","206","14.31","3","48"
"916","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-12","7368","94","39.82","1","22"
"917","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-11","6210","96","38.26","1","23"
"918","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-10","10032","63","46.89","1","17"
"919","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-09","8692","83","44.36","1","20"
"920","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-08","7410","85","50.6","1","20"
"921","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-07","7556","86","62.79","1","20"
"922","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-06","8193","84","49.17","1","22"
"923","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-05","4666","107","42.52","2","27"
"924","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-04","4306","61","46.92","1","15"
"925","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-03","4345","126","28.44","2","30"
"926","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-02","2641","149","23.21","3","33"
"927","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2022-01","3053","180","16.45","3","43"
"928","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-12","3513","186","31.58","2","37"
"929","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-11","4656","136","32.85","2","28"
"930","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-10","4298","136","35.64","2","29"
"931","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-09","4711","108","45.09","1","25"
"932","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-08","2416","166","37.52","1","35"
"933","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-07","3031","150","37.75","1","36"
"934","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-06","3426","132","37.99","1","29"
"935","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-05","1897","197","27.72","1","36"
"936","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-04","1035","262","17.33","3","47"
"937","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-03","855","280","19","3","49"
"938","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-02","11","446","0.55","3","78"
"939","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2021-01","26","460","0.69","4","82"
"940","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2020-12","695","341","15.02","3","66"
"941","2024-12-08 15:24:53","东风风神E70","东风乘用车","14.28","15.38","2020-11","901","307","18.38","3","60"
"942","2024-12-08 15:24:54","东风风神E70","东风乘用车","14.28","15.38","2020-10","1341","264","24.63","2","52"
"943","2024-12-08 15:24:54","东风风神E70","东风乘用车","14.28","15.38","2020-09","255","361","7.84","3","71"
"944","2024-12-08 15:24:54","东风风神E70","东风乘用车","14.28","15.38","2020-08","23","462","0.94","3","84"
"945","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-10","3540","154","35.77","2","77"
"946","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-09","3640","148","33.59","2","72"
"947","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-08","3617","148","33.35","2","71"
"948","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-07","3433","142","44.23","1","68"
"949","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-06","5620","104","58.34","1","49"
"950","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-05","3963","124","42.75","1","57"
"951","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-04","3821","126","35.43","2","58"
"952","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-03","3056","142","48.05","1","65"
"953","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-02","3012","131","29.9","2","60"
"954","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2023-01","1012","239","16.82","3","117"
"955","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2022-12","2469","217","31.67","2","103"
"956","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2022-11","3607","158","23.93","2","76"
"957","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2022-10","6295","109","34.94","2","51"
"958","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2022-09","6070","121","33.71","2","58"
"959","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2022-08","5781","112","36.09","2","55"
"960","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2022-07","5070","133","36.12","2","68"
"961","2024-12-08 15:24:57","哪吒U","合众汽车","11.88","15.98","2022-06","4010","156","30.48","2","76"
